Date,Sales,Residential category,County
Jun 2010,920,1-4 Unit Residential,New Haven
Jun 2010,296,Condominium,New Haven
Jul 2010,607,1-4 Unit Residential,New Haven
Jul 2010,161,Condominium,New Haven
Aug 2010,534,1-4 Unit Residential,New Haven
Aug 2010,154,Condominium,New Haven
Sep 2010,507,1-4 Unit Residential,New Haven
Sep 2010,171,Condominium,New Haven
Oct 2010,465,1-4 Unit Residential,New Haven
Oct 2010,114,Condominium,New Haven
Nov 2010,440,1-4 Unit Residential,New Haven
Nov 2010,123,Condominium,New Haven
Dec 2010,491,1-4 Unit Residential,New Haven
Dec 2010,126,Condominium,New Haven
Jan 2011,88,Condominium,New Haven
Jan 2011,366,1-4 Unit Residential,New Haven
Feb 2011,361,1-4 Unit Residential,New Haven
Feb 2011,87,Condominium,New Haven
Mar 2011,165,Condominium,New Haven
Mar 2011,419,1-4 Unit Residential,New Haven
Apr 2011,446,1-4 Unit Residential,New Haven
Apr 2011,127,Condominium,New Haven
May 2011,543,1-4 Unit Residential,New Haven
May 2011,158,Condominium,New Haven
Jun 2011,649,1-4 Unit Residential,New Haven
Jun 2011,177,Condominium,New Haven
Jul 2011,524,1-4 Unit Residential,New Haven
Jul 2011,145,Condominium,New Haven
Aug 2011,615,1-4 Unit Residential,New Haven
Aug 2011,147,Condominium,New Haven
Sep 2011,474,1-4 Unit Residential,New Haven
Sep 2011,121,Condominium,New Haven
Oct 2011,438,1-4 Unit Residential,New Haven
Oct 2011,106,Condominium,New Haven
Nov 2011,456,1-4 Unit Residential,New Haven
Nov 2011,127,Condominium,New Haven
Dec 2011,513,1-4 Unit Residential,New Haven
Dec 2011,144,Condominium,New Haven
Jan 2012,416,1-4 Unit Residential,New Haven
Jan 2012,110,Condominium,New Haven
Feb 2012,76,Condominium,New Haven
Feb 2012,340,1-4 Unit Residential,New Haven
Mar 2012,472,1-4 Unit Residential,New Haven
Mar 2012,108,Condominium,New Haven
Apr 2012,533,1-4 Unit Residential,New Haven
Apr 2012,125,Condominium,New Haven
May 2012,617,1-4 Unit Residential,New Haven
May 2012,171,Condominium,New Haven
Jun 2012,653,1-4 Unit Residential,New Haven
Jun 2012,169,Condominium,New Haven
Jul 2012,695,1-4 Unit Residential,New Haven
Jul 2012,169,Condominium,New Haven
Aug 2012,688,1-4 Unit Residential,New Haven
Aug 2012,176,Condominium,New Haven
Sep 2012,509,1-4 Unit Residential,New Haven
Sep 2012,137,Condominium,New Haven
Oct 2012,561,1-4 Unit Residential,New Haven
Oct 2012,146,Condominium,New Haven
Nov 2012,549,1-4 Unit Residential,New Haven
Nov 2012,138,Condominium,New Haven
Dec 2012,606,1-4 Unit Residential,New Haven
Dec 2012,138,Condominium,New Haven
Jan 2013,427,1-4 Unit Residential,New Haven
Jan 2013,123,Condominium,New Haven
Feb 2013,404,1-4 Unit Residential,New Haven
Feb 2013,111,Condominium,New Haven
Mar 2013,125,Condominium,New Haven
Mar 2013,473,1-4 Unit Residential,New Haven
Apr 2013,589,1-4 Unit Residential,New Haven
Apr 2013,167,Condominium,New Haven
May 2013,167,Condominium,New Haven
May 2013,644,1-4 Unit Residential,New Haven
Jun 2013,701,1-4 Unit Residential,New Haven
Jun 2013,197,Condominium,New Haven
Jul 2013,835,1-4 Unit Residential,New Haven
Jul 2013,221,Condominium,New Haven
Aug 2013,792,1-4 Unit Residential,New Haven
Aug 2013,199,Condominium,New Haven
Sep 2013,635,1-4 Unit Residential,New Haven
Sep 2013,168,Condominium,New Haven
Oct 2013,633,1-4 Unit Residential,New Haven
Oct 2013,187,Condominium,New Haven
Nov 2013,590,1-4 Unit Residential,New Haven
Nov 2013,133,Condominium,New Haven
Dec 2013,598,1-4 Unit Residential,New Haven
Dec 2013,150,Condominium,New Haven
Jan 2014,108,Condominium,New Haven
Jan 2014,444,1-4 Unit Residential,New Haven
Feb 2014,110,Condominium,New Haven
Feb 2014,378,1-4 Unit Residential,New Haven
Mar 2014,125,Condominium,New Haven
Mar 2014,491,1-4 Unit Residential,New Haven
Apr 2014,142,Condominium,New Haven
Apr 2014,523,1-4 Unit Residential,New Haven
May 2014,557,1-4 Unit Residential,New Haven
May 2014,158,Condominium,New Haven
Jun 2014,749,1-4 Unit Residential,New Haven
Jun 2014,217,Condominium,New Haven
Jul 2014,199,Condominium,New Haven
Jul 2014,849,1-4 Unit Residential,New Haven
Aug 2014,724,1-4 Unit Residential,New Haven
Aug 2014,195,Condominium,New Haven
Sep 2014,164,Condominium,New Haven
Sep 2014,607,1-4 Unit Residential,New Haven
Oct 2014,635,1-4 Unit Residential,New Haven
Oct 2014,164,Condominium,New Haven
Nov 2014,595,1-4 Unit Residential,New Haven
Nov 2014,170,Condominium,New Haven
Dec 2014,609,1-4 Unit Residential,New Haven
Dec 2014,162,Condominium,New Haven
Jan 2015,447,1-4 Unit Residential,New Haven
Jan 2015,110,Condominium,New Haven
Feb 2015,460,1-4 Unit Residential,New Haven
Feb 2015,100,Condominium,New Haven
Mar 2015,157,Condominium,New Haven
Mar 2015,552,1-4 Unit Residential,New Haven
Apr 2015,642,1-4 Unit Residential,New Haven
Apr 2015,144,Condominium,New Haven
May 2015,624,1-4 Unit Residential,New Haven
May 2015,170,Condominium,New Haven
Jun 2015,868,1-4 Unit Residential,New Haven
Jun 2015,226,Condominium,New Haven
Jul 2015,871,1-4 Unit Residential,New Haven
Jul 2015,220,Condominium,New Haven
Aug 2015,853,1-4 Unit Residential,New Haven
Aug 2015,240,Condominium,New Haven
Sep 2015,851,1-4 Unit Residential,New Haven
Sep 2015,205,Condominium,New Haven
Oct 2015,744,1-4 Unit Residential,New Haven
Oct 2015,210,Condominium,New Haven
Nov 2015,635,1-4 Unit Residential,New Haven
Nov 2015,132,Condominium,New Haven
Dec 2015,162,Condominium,New Haven
Dec 2015,740,1-4 Unit Residential,New Haven
Jan 2016,537,1-4 Unit Residential,New Haven
Jan 2016,114,Condominium,New Haven
Feb 2016,571,1-4 Unit Residential,New Haven
Feb 2016,140,Condominium,New Haven
Mar 2016,662,1-4 Unit Residential,New Haven
Mar 2016,166,Condominium,New Haven
Apr 2016,643,1-4 Unit Residential,New Haven
Apr 2016,183,Condominium,New Haven
May 2016,776,1-4 Unit Residential,New Haven
May 2016,187,Condominium,New Haven
Jun 2016,954,1-4 Unit Residential,New Haven
Jun 2016,221,Condominium,New Haven
Jul 2016,850,1-4 Unit Residential,New Haven
Jul 2016,194,Condominium,New Haven
Aug 2016,993,1-4 Unit Residential,New Haven
Aug 2016,238,Condominium,New Haven
Sep 2016,801,1-4 Unit Residential,New Haven
Sep 2016,166,Condominium,New Haven
Oct 2016,220,Condominium,New Haven
Oct 2016,820,1-4 Unit Residential,New Haven
Nov 2016,751,1-4 Unit Residential,New Haven
Nov 2016,151,Condominium,New Haven
Dec 2016,776,1-4 Unit Residential,New Haven
Dec 2016,158,Condominium,New Haven
Jan 2017,166,Condominium,New Haven
Jan 2017,568,1-4 Unit Residential,New Haven
Feb 2017,523,1-4 Unit Residential,New Haven
Feb 2017,121,Condominium,New Haven
Mar 2017,208,Condominium,New Haven
Mar 2017,676,1-4 Unit Residential,New Haven
Apr 2017,684,1-4 Unit Residential,New Haven
Apr 2017,183,Condominium,New Haven
May 2017,950,1-4 Unit Residential,New Haven
May 2017,224,Condominium,New Haven
Jun 2017,1080,1-4 Unit Residential,New Haven
Jun 2017,233,Condominium,New Haven
Jul 2017,927,1-4 Unit Residential,New Haven
Jul 2017,229,Condominium,New Haven
Aug 2017,979,1-4 Unit Residential,New Haven
Aug 2017,298,Condominium,New Haven
Sep 2017,704,1-4 Unit Residential,New Haven
Sep 2017,189,Condominium,New Haven
Oct 2017,712,1-4 Unit Residential,New Haven
Oct 2017,186,Condominium,New Haven
Nov 2017,174,Condominium,New Haven
Nov 2017,640,1-4 Unit Residential,New Haven
Dec 2017,155,Condominium,New Haven
Dec 2017,699,1-4 Unit Residential,New Haven
Jan 2018,680,1-4 Unit Residential,New Haven
Jan 2018,172,Condominium,New Haven
Feb 2018,530,1-4 Unit Residential,New Haven
Feb 2018,153,Condominium,New Haven
Mar 2018,556,1-4 Unit Residential,New Haven
Mar 2018,161,Condominium,New Haven
Apr 2018,728,1-4 Unit Residential,New Haven
Apr 2018,212,Condominium,New Haven
May 2018,226,Condominium,New Haven
May 2018,907,1-4 Unit Residential,New Haven
Jun 2018,1069,1-4 Unit Residential,New Haven
Jun 2018,275,Condominium,New Haven
Jul 2018,1084,1-4 Unit Residential,New Haven
Jul 2018,243,Condominium,New Haven
Aug 2018,260,Condominium,New Haven
Aug 2018,986,1-4 Unit Residential,New Haven
Sep 2018,750,1-4 Unit Residential,New Haven
Sep 2018,193,Condominium,New Haven
Oct 2018,852,1-4 Unit Residential,New Haven
Oct 2018,225,Condominium,New Haven
Nov 2018,647,1-4 Unit Residential,New Haven
Nov 2018,175,Condominium,New Haven
Dec 2018,667,1-4 Unit Residential,New Haven
Dec 2018,167,Condominium,New Haven
Jan 2019,432,1-4 Unit Residential,New Haven
Jan 2019,117,Condominium,New Haven
Feb 2019,140,Condominium,New Haven
Feb 2019,483,1-4 Unit Residential,New Haven
Mar 2019,612,1-4 Unit Residential,New Haven
Mar 2019,184,Condominium,New Haven
Apr 2019,221,Condominium,New Haven
Apr 2019,744,1-4 Unit Residential,New Haven
May 2019,903,1-4 Unit Residential,New Haven
May 2019,234,Condominium,New Haven
Jun 2019,945,1-4 Unit Residential,New Haven
Jun 2019,262,Condominium,New Haven
Jul 2019,1031,1-4 Unit Residential,New Haven
Jul 2019,261,Condominium,New Haven
Aug 2019,931,1-4 Unit Residential,New Haven
Aug 2019,243,Condominium,New Haven
Sep 2019,746,1-4 Unit Residential,New Haven
Sep 2019,204,Condominium,New Haven
Oct 2019,795,1-4 Unit Residential,New Haven
Oct 2019,215,Condominium,New Haven
Nov 2019,772,1-4 Unit Residential,New Haven
Nov 2019,186,Condominium,New Haven
Dec 2019,729,1-4 Unit Residential,New Haven
Dec 2019,189,Condominium,New Haven
Jan 2020,609,1-4 Unit Residential,New Haven
Jan 2020,168,Condominium,New Haven
Feb 2020,527,1-4 Unit Residential,New Haven
Feb 2020,153,Condominium,New Haven
Mar 2020,506,1-4 Unit Residential,New Haven
Mar 2020,125,Condominium,New Haven
Apr 2020,354,1-4 Unit Residential,New Haven
Apr 2020,105,Condominium,New Haven
May 2020,545,1-4 Unit Residential,New Haven
May 2020,124,Condominium,New Haven
Jun 2020,723,1-4 Unit Residential,New Haven
Jun 2020,175,Condominium,New Haven
Jul 2020,1005,1-4 Unit Residential,New Haven
Jul 2020,236,Condominium,New Haven
Aug 2020,962,1-4 Unit Residential,New Haven
Aug 2020,222,Condominium,New Haven
Sep 2020,721,1-4 Unit Residential,New Haven
Sep 2020,189,Condominium,New Haven
Oct 2020,1047,1-4 Unit Residential,New Haven
Oct 2020,248,Condominium,New Haven
Nov 2020,1014,1-4 Unit Residential,New Haven
Nov 2020,247,Condominium,New Haven
Dec 2020,893,1-4 Unit Residential,New Haven
Dec 2020,149,Condominium,New Haven
Jan 2021,692,1-4 Unit Residential,New Haven
Jan 2021,148,Condominium,New Haven
Feb 2021,644,1-4 Unit Residential,New Haven
Feb 2021,152,Condominium,New Haven
Mar 2021,867,1-4 Unit Residential,New Haven
Mar 2021,239,Condominium,New Haven
Apr 2021,857,1-4 Unit Residential,New Haven
Apr 2021,237,Condominium,New Haven
May 2021,928,1-4 Unit Residential,New Haven
May 2021,247,Condominium,New Haven
Jun 2021,1158,1-4 Unit Residential,New Haven
Jun 2021,297,Condominium,New Haven
Jul 2021,1099,1-4 Unit Residential,New Haven
Jul 2021,319,Condominium,New Haven
Aug 2021,1114,1-4 Unit Residential,New Haven
Aug 2021,312,Condominium,New Haven
Sep 2021,1078,1-4 Unit Residential,New Haven
Sep 2021,278,Condominium,New Haven
Oct 2021,959,1-4 Unit Residential,New Haven
Oct 2021,250,Condominium,New Haven
Nov 2021,912,1-4 Unit Residential,New Haven
Nov 2021,249,Condominium,New Haven
Dec 2021,948,1-4 Unit Residential,New Haven
Dec 2021,206,Condominium,New Haven
Jan 2022,730,1-4 Unit Residential,New Haven
Jan 2022,178,Condominium,New Haven
Feb 2022,597,1-4 Unit Residential,New Haven
Feb 2022,149,Condominium,New Haven
Mar 2022,802,1-4 Unit Residential,New Haven
Mar 2022,231,Condominium,New Haven
Apr 2022,712,1-4 Unit Residential,New Haven
Apr 2022,205,Condominium,New Haven
May 2022,890,1-4 Unit Residential,New Haven
May 2022,224,Condominium,New Haven
Jun 2022,943,1-4 Unit Residential,New Haven
Jun 2022,304,Condominium,New Haven
Jan 2001,158,1-4 Unit Residential,New London
Jan 2001,26,Condominium,New London
Jan 2001,2,New Construction,New London
Feb 2001,35,Condominium,New London
Feb 2001,147,1-4 Unit Residential,New London
Feb 2001,1,New Construction,New London
Mar 2001,238,1-4 Unit Residential,New London
Mar 2001,39,Condominium,New London
Apr 2001,248,1-4 Unit Residential,New London
Apr 2001,32,Condominium,New London
Apr 2001,1,New Construction,New London
May 2001,284,1-4 Unit Residential,New London
May 2001,51,Condominium,New London
May 2001,2,New Construction,New London
Jun 2001,344,1-4 Unit Residential,New London
Jun 2001,60,Condominium,New London
Jul 2001,315,1-4 Unit Residential,New London
Jul 2001,50,Condominium,New London
Jul 2001,1,New Construction,New London
Aug 2001,349,1-4 Unit Residential,New London
Aug 2001,69,Condominium,New London
Sep 2001,254,1-4 Unit Residential,New London
Sep 2001,45,Condominium,New London
Oct 2001,303,1-4 Unit Residential,New London
Oct 2001,47,Condominium,New London
Nov 2001,270,1-4 Unit Residential,New London
Nov 2001,59,Condominium,New London
Dec 2001,255,1-4 Unit Residential,New London
Dec 2001,39,Condominium,New London
Dec 2001,1,New Construction,New London
Jan 2002,224,1-4 Unit Residential,New London
Jan 2002,37,Condominium,New London
Feb 2002,217,1-4 Unit Residential,New London
Feb 2002,31,Condominium,New London
Mar 2002,224,1-4 Unit Residential,New London
Mar 2002,50,Condominium,New London
Apr 2002,61,Condominium,New London
Apr 2002,290,1-4 Unit Residential,New London
May 2002,324,1-4 Unit Residential,New London
May 2002,71,Condominium,New London
Jun 2002,329,1-4 Unit Residential,New London
Jun 2002,60,Condominium,New London
Jul 2002,297,1-4 Unit Residential,New London
Jul 2002,56,Condominium,New London
Aug 2002,307,1-4 Unit Residential,New London
Aug 2002,67,Condominium,New London
Sep 2002,300,1-4 Unit Residential,New London
Sep 2002,56,Condominium,New London
Oct 2002,270,1-4 Unit Residential,New London
Oct 2002,73,Condominium,New London
Nov 2002,53,Condominium,New London
Nov 2002,245,1-4 Unit Residential,New London
Dec 2002,69,Condominium,New London
Dec 2002,227,1-4 Unit Residential,New London
Jan 2003,27,Condominium,New London
Jan 2003,215,1-4 Unit Residential,New London
Feb 2003,172,1-4 Unit Residential,New London
Feb 2003,36,Condominium,New London
Mar 2003,240,1-4 Unit Residential,New London
Mar 2003,53,Condominium,New London
Apr 2003,220,1-4 Unit Residential,New London
Apr 2003,54,Condominium,New London
May 2003,255,1-4 Unit Residential,New London
May 2003,63,Condominium,New London
Jun 2003,302,1-4 Unit Residential,New London
Jun 2003,61,Condominium,New London
Jul 2003,317,1-4 Unit Residential,New London
Jul 2003,76,Condominium,New London
Aug 2003,366,1-4 Unit Residential,New London
Aug 2003,70,Condominium,New London
Sep 2003,371,1-4 Unit Residential,New London
Sep 2003,71,Condominium,New London
Oct 2003,386,1-4 Unit Residential,New London
Oct 2003,76,Condominium,New London
Nov 2003,284,1-4 Unit Residential,New London
Nov 2003,54,Condominium,New London
Dec 2003,313,1-4 Unit Residential,New London
Dec 2003,64,Condominium,New London
Jan 2004,188,1-4 Unit Residential,New London
Jan 2004,33,Condominium,New London
Feb 2004,187,1-4 Unit Residential,New London
Feb 2004,45,Condominium,New London
Mar 2004,297,1-4 Unit Residential,New London
Mar 2004,64,Condominium,New London
Apr 2004,339,1-4 Unit Residential,New London
Apr 2004,60,Condominium,New London
May 2004,321,1-4 Unit Residential,New London
May 2004,82,Condominium,New London
Jun 2004,435,1-4 Unit Residential,New London
Jun 2004,78,Condominium,New London
Jul 2004,396,1-4 Unit Residential,New London
Jul 2004,83,Condominium,New London
Aug 2004,357,1-4 Unit Residential,New London
Aug 2004,80,Condominium,New London
Sep 2004,82,Condominium,New London
Sep 2004,332,1-4 Unit Residential,New London
Oct 2004,367,1-4 Unit Residential,New London
Oct 2004,74,Condominium,New London
Nov 2004,78,Condominium,New London
Nov 2004,335,1-4 Unit Residential,New London
Dec 2004,315,1-4 Unit Residential,New London
Dec 2004,62,Condominium,New London
Jan 2005,218,1-4 Unit Residential,New London
Jan 2005,60,Condominium,New London
Feb 2005,177,1-4 Unit Residential,New London
Feb 2005,51,Condominium,New London
Mar 2005,261,1-4 Unit Residential,New London
Mar 2005,52,Condominium,New London
Apr 2005,292,1-4 Unit Residential,New London
Apr 2005,42,Condominium,New London
May 2005,318,1-4 Unit Residential,New London
May 2005,47,Condominium,New London
Jun 2005,403,1-4 Unit Residential,New London
Jun 2005,48,Condominium,New London
Jul 2005,332,1-4 Unit Residential,New London
Jul 2005,48,Condominium,New London
Aug 2005,371,1-4 Unit Residential,New London
Aug 2005,48,Condominium,New London
Sep 2005,57,Condominium,New London
Sep 2005,321,1-4 Unit Residential,New London
Oct 2005,294,1-4 Unit Residential,New London
Oct 2005,52,Condominium,New London
Nov 2005,248,1-4 Unit Residential,New London
Nov 2005,36,Condominium,New London
Dec 2005,266,1-4 Unit Residential,New London
Dec 2005,33,Condominium,New London
Jan 2006,64,Condominium,New London
Jan 2006,181,1-4 Unit Residential,New London
Feb 2006,175,1-4 Unit Residential,New London
Feb 2006,68,Condominium,New London
Mar 2006,74,Condominium,New London
Mar 2006,271,1-4 Unit Residential,New London
Apr 2006,242,1-4 Unit Residential,New London
Apr 2006,68,Condominium,New London
May 2006,299,1-4 Unit Residential,New London
May 2006,83,Condominium,New London
Jun 2006,358,1-4 Unit Residential,New London
Jun 2006,89,Condominium,New London
Jul 2006,300,1-4 Unit Residential,New London
Jul 2006,72,Condominium,New London
Aug 2006,75,Condominium,New London
Aug 2006,323,1-4 Unit Residential,New London
Sep 2006,281,1-4 Unit Residential,New London
Sep 2006,70,Condominium,New London
Oct 2006,41,Condominium,New London
Oct 2006,229,1-4 Unit Residential,New London
Nov 2006,236,1-4 Unit Residential,New London
Nov 2006,82,Condominium,New London
Dec 2006,217,1-4 Unit Residential,New London
Dec 2006,63,Condominium,New London
Jan 2007,195,1-4 Unit Residential,New London
Jan 2007,45,Condominium,New London
Feb 2007,183,1-4 Unit Residential,New London
Feb 2007,51,Condominium,New London
Mar 2007,239,1-4 Unit Residential,New London
Mar 2007,66,Condominium,New London
Apr 2007,239,1-4 Unit Residential,New London
Apr 2007,67,Condominium,New London
May 2007,272,1-4 Unit Residential,New London
May 2007,55,Condominium,New London
Jun 2007,355,1-4 Unit Residential,New London
Jun 2007,79,Condominium,New London
Jul 2007,339,1-4 Unit Residential,New London
Jul 2007,57,Condominium,New London
Aug 2007,303,1-4 Unit Residential,New London
Aug 2007,59,Condominium,New London
Sep 2007,231,1-4 Unit Residential,New London
Sep 2007,62,Condominium,New London
Oct 2007,246,1-4 Unit Residential,New London
Oct 2007,71,Condominium,New London
Nov 2007,218,1-4 Unit Residential,New London
Nov 2007,49,Condominium,New London
Dec 2007,207,1-4 Unit Residential,New London
Dec 2007,44,Condominium,New London
Jan 2008,111,1-4 Unit Residential,New London
Jan 2008,30,Condominium,New London
Feb 2008,122,1-4 Unit Residential,New London
Feb 2008,35,Condominium,New London
Mar 2008,179,1-4 Unit Residential,New London
Mar 2008,46,Condominium,New London
Apr 2008,137,1-4 Unit Residential,New London
Apr 2008,38,Condominium,New London
May 2008,39,Condominium,New London
May 2008,204,1-4 Unit Residential,New London
Jun 2008,198,1-4 Unit Residential,New London
Jun 2008,45,Condominium,New London
Jul 2008,240,1-4 Unit Residential,New London
Jul 2008,34,Condominium,New London
Aug 2008,203,1-4 Unit Residential,New London
Aug 2008,30,Condominium,New London
Sep 2008,204,1-4 Unit Residential,New London
Sep 2008,30,Condominium,New London
Oct 2008,206,1-4 Unit Residential,New London
Oct 2008,35,Condominium,New London
Nov 2008,137,1-4 Unit Residential,New London
Nov 2008,32,Condominium,New London
Dec 2008,185,1-4 Unit Residential,New London
Dec 2008,20,Condominium,New London
Jan 2009,22,Condominium,New London
Jan 2009,110,1-4 Unit Residential,New London
Feb 2009,91,1-4 Unit Residential,New London
Feb 2009,10,Condominium,New London
Mar 2009,27,Condominium,New London
Mar 2009,123,1-4 Unit Residential,New London
Apr 2009,162,1-4 Unit Residential,New London
Apr 2009,20,Condominium,New London
May 2009,184,1-4 Unit Residential,New London
May 2009,28,Condominium,New London
Jun 2009,233,1-4 Unit Residential,New London
Jun 2009,35,Condominium,New London
Jul 2009,251,1-4 Unit Residential,New London
Jul 2009,34,Condominium,New London
Aug 2009,33,Condominium,New London
Aug 2009,227,1-4 Unit Residential,New London
Sep 2009,200,1-4 Unit Residential,New London
Sep 2009,37,Condominium,New London
Oct 2009,46,Condominium,New London
Oct 2009,200,1-4 Unit Residential,New London
Nov 2009,240,1-4 Unit Residential,New London
Nov 2009,44,Condominium,New London
Dec 2009,193,1-4 Unit Residential,New London
Dec 2009,26,Condominium,New London
Jan 2010,112,1-4 Unit Residential,New London
Jan 2010,17,Condominium,New London
Feb 2010,129,1-4 Unit Residential,New London
Feb 2010,11,Condominium,New London
Mar 2010,189,1-4 Unit Residential,New London
Mar 2010,27,Condominium,New London
Apr 2010,193,1-4 Unit Residential,New London
Apr 2010,27,Condominium,New London
May 2010,250,1-4 Unit Residential,New London
May 2010,39,Condominium,New London
Jun 2010,292,1-4 Unit Residential,New London
Jun 2010,40,Condominium,New London
Jul 2010,33,Condominium,New London
Jul 2010,248,1-4 Unit Residential,New London
Aug 2010,220,1-4 Unit Residential,New London
Aug 2010,24,Condominium,New London
Sep 2010,183,1-4 Unit Residential,New London
Sep 2010,24,Condominium,New London
Oct 2010,154,1-4 Unit Residential,New London
Oct 2010,23,Condominium,New London
Nov 2010,157,1-4 Unit Residential,New London
Nov 2010,25,Condominium,New London
Dec 2010,174,1-4 Unit Residential,New London
Dec 2010,22,Condominium,New London
Jan 2011,121,1-4 Unit Residential,New London
Jan 2011,16,Condominium,New London
Feb 2011,115,1-4 Unit Residential,New London
Feb 2011,20,Condominium,New London
Mar 2011,129,1-4 Unit Residential,New London
Mar 2011,27,Condominium,New London
Apr 2011,159,1-4 Unit Residential,New London
Apr 2011,28,Condominium,New London
May 2011,154,1-4 Unit Residential,New London
May 2011,24,Condominium,New London
Jun 2011,44,Condominium,New London
Jun 2011,168,1-4 Unit Residential,New London
Jul 2011,169,1-4 Unit Residential,New London
Jul 2011,19,Condominium,New London
Aug 2011,171,1-4 Unit Residential,New London
Aug 2011,29,Condominium,New London
Sep 2011,171,1-4 Unit Residential,New London
Sep 2011,29,Condominium,New London
Oct 2011,151,1-4 Unit Residential,New London
Oct 2011,22,Condominium,New London
Nov 2011,138,1-4 Unit Residential,New London
Nov 2011,17,Condominium,New London
Dec 2011,22,Condominium,New London
Dec 2011,164,1-4 Unit Residential,New London
Jan 2012,123,1-4 Unit Residential,New London
Jan 2012,15,Condominium,New London
Feb 2012,120,1-4 Unit Residential,New London
Feb 2012,12,Condominium,New London
Mar 2012,157,1-4 Unit Residential,New London
Mar 2012,27,Condominium,New London
Apr 2012,183,1-4 Unit Residential,New London
Apr 2012,24,Condominium,New London
May 2012,193,1-4 Unit Residential,New London
May 2012,32,Condominium,New London
Jun 2012,206,1-4 Unit Residential,New London
Jun 2012,20,Condominium,New London
Jul 2012,221,1-4 Unit Residential,New London
Jul 2012,21,Condominium,New London
Aug 2012,221,1-4 Unit Residential,New London
Aug 2012,32,Condominium,New London
Sep 2012,163,1-4 Unit Residential,New London
Sep 2012,18,Condominium,New London
Oct 2012,31,Condominium,New London
Oct 2012,203,1-4 Unit Residential,New London
Nov 2012,195,1-4 Unit Residential,New London
Nov 2012,20,Condominium,New London
Dec 2012,185,1-4 Unit Residential,New London
Dec 2012,26,Condominium,New London
Jan 2013,158,1-4 Unit Residential,New London
Jan 2013,23,Condominium,New London
Feb 2013,122,1-4 Unit Residential,New London
Feb 2013,15,Condominium,New London
Mar 2013,168,1-4 Unit Residential,New London
Mar 2013,17,Condominium,New London
Apr 2013,199,1-4 Unit Residential,New London
Apr 2013,26,Condominium,New London
May 2013,266,1-4 Unit Residential,New London
May 2013,32,Condominium,New London
Jun 2013,252,1-4 Unit Residential,New London
Jun 2013,26,Condominium,New London
Jul 2013,253,1-4 Unit Residential,New London
Jul 2013,33,Condominium,New London
Aug 2013,245,1-4 Unit Residential,New London
Aug 2013,31,Condominium,New London
Sep 2013,207,1-4 Unit Residential,New London
Sep 2013,21,Condominium,New London
Oct 2013,228,1-4 Unit Residential,New London
Oct 2013,28,Condominium,New London
Nov 2013,230,1-4 Unit Residential,New London
Nov 2013,24,Condominium,New London
Dec 2013,220,1-4 Unit Residential,New London
Dec 2013,33,Condominium,New London
Jan 2014,140,1-4 Unit Residential,New London
Jan 2014,22,Condominium,New London
Feb 2014,146,1-4 Unit Residential,New London
Feb 2014,22,Condominium,New London
Mar 2014,21,Condominium,New London
Mar 2014,188,1-4 Unit Residential,New London
Apr 2014,205,1-4 Unit Residential,New London
Apr 2014,24,Condominium,New London
May 2014,217,1-4 Unit Residential,New London
May 2014,41,Condominium,New London
Jun 2014,260,1-4 Unit Residential,New London
Jun 2014,34,Condominium,New London
Jul 2014,269,1-4 Unit Residential,New London
Jul 2014,46,Condominium,New London
Aug 2014,35,Condominium,New London
Aug 2014,254,1-4 Unit Residential,New London
Sep 2014,38,Condominium,New London
Sep 2014,229,1-4 Unit Residential,New London
Oct 2014,275,1-4 Unit Residential,New London
Oct 2014,32,Condominium,New London
Nov 2014,211,1-4 Unit Residential,New London
Nov 2014,32,Condominium,New London
Dec 2014,219,1-4 Unit Residential,New London
Dec 2014,27,Condominium,New London
Jan 2015,150,1-4 Unit Residential,New London
Jan 2015,20,Condominium,New London
Feb 2015,137,1-4 Unit Residential,New London
Feb 2015,23,Condominium,New London
Mar 2015,200,1-4 Unit Residential,New London
Mar 2015,34,Condominium,New London
Apr 2015,235,1-4 Unit Residential,New London
Apr 2015,29,Condominium,New London
May 2015,237,1-4 Unit Residential,New London
May 2015,28,Condominium,New London
Jun 2015,313,1-4 Unit Residential,New London
Jun 2015,48,Condominium,New London
Jul 2015,319,1-4 Unit Residential,New London
Jul 2015,30,Condominium,New London
Aug 2015,286,1-4 Unit Residential,New London
Aug 2015,34,Condominium,New London
Sep 2015,29,Condominium,New London
Sep 2015,267,1-4 Unit Residential,New London
Oct 2015,257,1-4 Unit Residential,New London
Oct 2015,30,Condominium,New London
Nov 2015,35,Condominium,New London
Nov 2015,208,1-4 Unit Residential,New London
Dec 2015,263,1-4 Unit Residential,New London
Dec 2015,32,Condominium,New London
Jan 2016,216,1-4 Unit Residential,New London
Jan 2016,23,Condominium,New London
Feb 2016,184,1-4 Unit Residential,New London
Feb 2016,22,Condominium,New London
Mar 2016,220,1-4 Unit Residential,New London
Mar 2016,25,Condominium,New London
Apr 2016,251,1-4 Unit Residential,New London
Apr 2016,35,Condominium,New London
May 2016,294,1-4 Unit Residential,New London
May 2016,29,Condominium,New London
Jun 2016,328,1-4 Unit Residential,New London
Jun 2016,43,Condominium,New London
Jul 2016,274,1-4 Unit Residential,New London
Jul 2016,36,Condominium,New London
Aug 2016,314,1-4 Unit Residential,New London
Aug 2016,34,Condominium,New London
Sep 2016,288,1-4 Unit Residential,New London
Sep 2016,40,Condominium,New London
Oct 2016,30,Condominium,New London
Oct 2016,270,1-4 Unit Residential,New London
