Date,Sales,Residential category,County
Jan 2001,669,1-4 Unit Residential,Fairfield
Jan 2001,277,Condominium,Fairfield
Jan 2001,25,New Construction,Fairfield
Feb 2001,607,1-4 Unit Residential,Fairfield
Feb 2001,247,Condominium,Fairfield
Feb 2001,11,New Construction,Fairfield
Mar 2001,780,1-4 Unit Residential,Fairfield
Mar 2001,324,Condominium,Fairfield
Mar 2001,12,New Construction,Fairfield
Apr 2001,352,Condominium,Fairfield
Apr 2001,883,1-4 Unit Residential,Fairfield
Apr 2001,6,New Construction,Fairfield
May 2001,1014,1-4 Unit Residential,Fairfield
May 2001,389,Condominium,Fairfield
May 2001,9,New Construction,Fairfield
Jun 2001,1329,1-4 Unit Residential,Fairfield
Jun 2001,459,Condominium,Fairfield
Jun 2001,12,New Construction,Fairfield
Jul 2001,1182,1-4 Unit Residential,Fairfield
Jul 2001,401,Condominium,Fairfield
Jul 2001,16,New Construction,Fairfield
Aug 2001,1405,1-4 Unit Residential,Fairfield
Aug 2001,499,Condominium,Fairfield
Aug 2001,13,New Construction,Fairfield
Sep 2001,893,1-4 Unit Residential,Fairfield
Sep 2001,344,Condominium,Fairfield
Sep 2001,5,New Construction,Fairfield
Oct 2001,980,1-4 Unit Residential,Fairfield
Oct 2001,407,Condominium,Fairfield
Oct 2001,2,New Construction,Fairfield
Nov 2001,330,Condominium,Fairfield
Nov 2001,776,1-4 Unit Residential,Fairfield
Nov 2001,10,New Construction,Fairfield
Dec 2001,822,1-4 Unit Residential,Fairfield
Dec 2001,318,Condominium,Fairfield
Dec 2001,16,New Construction,Fairfield
Jan 2002,809,1-4 Unit Residential,Fairfield
Jan 2002,281,Condominium,Fairfield
Feb 2002,630,1-4 Unit Residential,Fairfield
Feb 2002,277,Condominium,Fairfield
Mar 2002,870,1-4 Unit Residential,Fairfield
Mar 2002,305,Condominium,Fairfield
Apr 2002,991,1-4 Unit Residential,Fairfield
Apr 2002,335,Condominium,Fairfield
May 2002,1134,1-4 Unit Residential,Fairfield
May 2002,425,Condominium,Fairfield
Jun 2002,1315,1-4 Unit Residential,Fairfield
Jun 2002,424,Condominium,Fairfield
Jul 2002,1413,1-4 Unit Residential,Fairfield
Jul 2002,444,Condominium,Fairfield
Aug 2002,465,Condominium,Fairfield
Aug 2002,1412,1-4 Unit Residential,Fairfield
Sep 2002,830,1-4 Unit Residential,Fairfield
Sep 2002,362,Condominium,Fairfield
Oct 2002,1021,1-4 Unit Residential,Fairfield
Oct 2002,450,Condominium,Fairfield
Nov 2002,902,1-4 Unit Residential,Fairfield
Nov 2002,378,Condominium,Fairfield
Dec 2002,888,1-4 Unit Residential,Fairfield
Dec 2002,352,Condominium,Fairfield
Jan 2003,339,Condominium,Fairfield
Jan 2003,809,1-4 Unit Residential,Fairfield
Feb 2003,584,1-4 Unit Residential,Fairfield
Feb 2003,252,Condominium,Fairfield
Mar 2003,807,1-4 Unit Residential,Fairfield
Mar 2003,366,Condominium,Fairfield
Apr 2003,893,1-4 Unit Residential,Fairfield
Apr 2003,350,Condominium,Fairfield
May 2003,1007,1-4 Unit Residential,Fairfield
May 2003,381,Condominium,Fairfield
Jun 2003,1271,1-4 Unit Residential,Fairfield
Jun 2003,490,Condominium,Fairfield
Jul 2003,471,Condominium,Fairfield
Jul 2003,1425,1-4 Unit Residential,Fairfield
Aug 2003,1424,1-4 Unit Residential,Fairfield
Aug 2003,428,Condominium,Fairfield
Sep 2003,1185,1-4 Unit Residential,Fairfield
Sep 2003,396,Condominium,Fairfield
Oct 2003,1127,1-4 Unit Residential,Fairfield
Oct 2003,408,Condominium,Fairfield
Nov 2003,936,1-4 Unit Residential,Fairfield
Nov 2003,365,Condominium,Fairfield
Dec 2003,370,Condominium,Fairfield
Dec 2003,1034,1-4 Unit Residential,Fairfield
Jan 2004,266,Condominium,Fairfield
Jan 2004,780,1-4 Unit Residential,Fairfield
Feb 2004,280,Condominium,Fairfield
Feb 2004,667,1-4 Unit Residential,Fairfield
Mar 2004,910,1-4 Unit Residential,Fairfield
Mar 2004,409,Condominium,Fairfield
Apr 2004,1026,1-4 Unit Residential,Fairfield
Apr 2004,425,Condominium,Fairfield
May 2004,1120,1-4 Unit Residential,Fairfield
May 2004,407,Condominium,Fairfield
Jun 2004,1526,1-4 Unit Residential,Fairfield
Jun 2004,518,Condominium,Fairfield
Jul 2004,498,Condominium,Fairfield
Jul 2004,1628,1-4 Unit Residential,Fairfield
Aug 2004,1454,1-4 Unit Residential,Fairfield
Aug 2004,485,Condominium,Fairfield
Sep 2004,1091,1-4 Unit Residential,Fairfield
Sep 2004,391,Condominium,Fairfield
Oct 2004,389,Condominium,Fairfield
Oct 2004,1008,1-4 Unit Residential,Fairfield
Nov 2004,1096,1-4 Unit Residential,Fairfield
Nov 2004,411,Condominium,Fairfield
Dec 2004,432,Condominium,Fairfield
Dec 2004,1106,1-4 Unit Residential,Fairfield
Jan 2005,827,1-4 Unit Residential,Fairfield
Jan 2005,338,Condominium,Fairfield
Feb 2005,257,Condominium,Fairfield
Feb 2005,668,1-4 Unit Residential,Fairfield
Mar 2005,918,1-4 Unit Residential,Fairfield
Mar 2005,355,Condominium,Fairfield
Apr 2005,1062,1-4 Unit Residential,Fairfield
Apr 2005,347,Condominium,Fairfield
May 2005,1167,1-4 Unit Residential,Fairfield
May 2005,377,Condominium,Fairfield
Jun 2005,446,Condominium,Fairfield
Jun 2005,1454,1-4 Unit Residential,Fairfield
Jul 2005,1455,1-4 Unit Residential,Fairfield
Jul 2005,388,Condominium,Fairfield
Aug 2005,1477,1-4 Unit Residential,Fairfield
Aug 2005,402,Condominium,Fairfield
Sep 2005,1103,1-4 Unit Residential,Fairfield
Sep 2005,366,Condominium,Fairfield
Oct 2005,303,Condominium,Fairfield
Oct 2005,872,1-4 Unit Residential,Fairfield
Nov 2005,289,Condominium,Fairfield
Nov 2005,850,1-4 Unit Residential,Fairfield
Dec 2005,255,Condominium,Fairfield
Dec 2005,877,1-4 Unit Residential,Fairfield
Jan 2006,724,1-4 Unit Residential,Fairfield
Jan 2006,291,Condominium,Fairfield
Feb 2006,563,1-4 Unit Residential,Fairfield
Feb 2006,264,Condominium,Fairfield
Mar 2006,957,1-4 Unit Residential,Fairfield
Mar 2006,378,Condominium,Fairfield
Apr 2006,792,1-4 Unit Residential,Fairfield
Apr 2006,327,Condominium,Fairfield
May 2006,1061,1-4 Unit Residential,Fairfield
May 2006,452,Condominium,Fairfield
Jun 2006,1208,1-4 Unit Residential,Fairfield
Jun 2006,426,Condominium,Fairfield
Jul 2006,397,Condominium,Fairfield
Jul 2006,1078,1-4 Unit Residential,Fairfield
Aug 2006,1077,1-4 Unit Residential,Fairfield
Aug 2006,384,Condominium,Fairfield
Sep 2006,819,1-4 Unit Residential,Fairfield
Sep 2006,336,Condominium,Fairfield
Oct 2006,779,1-4 Unit Residential,Fairfield
Oct 2006,291,Condominium,Fairfield
Nov 2006,795,1-4 Unit Residential,Fairfield
Nov 2006,286,Condominium,Fairfield
Dec 2006,700,1-4 Unit Residential,Fairfield
Dec 2006,280,Condominium,Fairfield
Jan 2007,314,Condominium,Fairfield
Jan 2007,705,1-4 Unit Residential,Fairfield
Feb 2007,240,Condominium,Fairfield
Feb 2007,565,1-4 Unit Residential,Fairfield
Mar 2007,792,1-4 Unit Residential,Fairfield
Mar 2007,328,Condominium,Fairfield
Apr 2007,360,Condominium,Fairfield
Apr 2007,775,1-4 Unit Residential,Fairfield
May 2007,464,Condominium,Fairfield
May 2007,964,1-4 Unit Residential,Fairfield
Jun 2007,445,Condominium,Fairfield
Jun 2007,1118,1-4 Unit Residential,Fairfield
Jul 2007,428,Condominium,Fairfield
Jul 2007,1120,1-4 Unit Residential,Fairfield
Aug 2007,1092,1-4 Unit Residential,Fairfield
Aug 2007,403,Condominium,Fairfield
Sep 2007,641,1-4 Unit Residential,Fairfield
Sep 2007,288,Condominium,Fairfield
Oct 2007,683,1-4 Unit Residential,Fairfield
Oct 2007,352,Condominium,Fairfield
Nov 2007,617,1-4 Unit Residential,Fairfield
Nov 2007,232,Condominium,Fairfield
Dec 2007,546,1-4 Unit Residential,Fairfield
Dec 2007,238,Condominium,Fairfield
Jan 2008,421,1-4 Unit Residential,Fairfield
Jan 2008,144,Condominium,Fairfield
Feb 2008,386,1-4 Unit Residential,Fairfield
Feb 2008,177,Condominium,Fairfield
Mar 2008,495,1-4 Unit Residential,Fairfield
Mar 2008,201,Condominium,Fairfield
Apr 2008,539,1-4 Unit Residential,Fairfield
Apr 2008,241,Condominium,Fairfield
May 2008,589,1-4 Unit Residential,Fairfield
May 2008,265,Condominium,Fairfield
Jun 2008,740,1-4 Unit Residential,Fairfield
Jun 2008,293,Condominium,Fairfield
Jul 2008,811,1-4 Unit Residential,Fairfield
Jul 2008,266,Condominium,Fairfield
Aug 2008,727,1-4 Unit Residential,Fairfield
Aug 2008,205,Condominium,Fairfield
Sep 2008,583,1-4 Unit Residential,Fairfield
Sep 2008,206,Condominium,Fairfield
Oct 2008,516,1-4 Unit Residential,Fairfield
Oct 2008,171,Condominium,Fairfield
Nov 2008,370,1-4 Unit Residential,Fairfield
Nov 2008,131,Condominium,Fairfield
Dec 2008,424,1-4 Unit Residential,Fairfield
Dec 2008,137,Condominium,Fairfield
Jan 2009,296,1-4 Unit Residential,Fairfield
Jan 2009,84,Condominium,Fairfield
Feb 2009,97,Condominium,Fairfield
Feb 2009,286,1-4 Unit Residential,Fairfield
Mar 2009,113,Condominium,Fairfield
Mar 2009,382,1-4 Unit Residential,Fairfield
Apr 2009,381,1-4 Unit Residential,Fairfield
Apr 2009,119,Condominium,Fairfield
May 2009,470,1-4 Unit Residential,Fairfield
May 2009,131,Condominium,Fairfield
Jun 2009,658,1-4 Unit Residential,Fairfield
Jun 2009,196,Condominium,Fairfield
Jul 2009,746,1-4 Unit Residential,Fairfield
Jul 2009,188,Condominium,Fairfield
Aug 2009,723,1-4 Unit Residential,Fairfield
Aug 2009,170,Condominium,Fairfield
Sep 2009,567,1-4 Unit Residential,Fairfield
Sep 2009,210,Condominium,Fairfield
Oct 2009,588,1-4 Unit Residential,Fairfield
Oct 2009,189,Condominium,Fairfield
Nov 2009,233,Condominium,Fairfield
Nov 2009,657,1-4 Unit Residential,Fairfield
Dec 2009,642,1-4 Unit Residential,Fairfield
Dec 2009,212,Condominium,Fairfield
Jan 2010,411,1-4 Unit Residential,Fairfield
Jan 2010,116,Condominium,Fairfield
Feb 2010,383,1-4 Unit Residential,Fairfield
Feb 2010,118,Condominium,Fairfield
Mar 2010,162,Condominium,Fairfield
Mar 2010,594,1-4 Unit Residential,Fairfield
Apr 2010,612,1-4 Unit Residential,Fairfield
Apr 2010,171,Condominium,Fairfield
May 2010,658,1-4 Unit Residential,Fairfield
May 2010,190,Condominium,Fairfield
Jun 2010,297,Condominium,Fairfield
Jun 2010,1001,1-4 Unit Residential,Fairfield
Jul 2010,760,1-4 Unit Residential,Fairfield
Jul 2010,174,Condominium,Fairfield
Aug 2010,191,Condominium,Fairfield
Aug 2010,767,1-4 Unit Residential,Fairfield
Sep 2010,569,1-4 Unit Residential,Fairfield
Sep 2010,147,Condominium,Fairfield
Oct 2010,538,1-4 Unit Residential,Fairfield
Oct 2010,168,Condominium,Fairfield
Nov 2010,502,1-4 Unit Residential,Fairfield
Nov 2010,141,Condominium,Fairfield
Dec 2010,613,1-4 Unit Residential,Fairfield
Dec 2010,177,Condominium,Fairfield
Jan 2011,120,Condominium,Fairfield
Jan 2011,396,1-4 Unit Residential,Fairfield
Feb 2011,343,1-4 Unit Residential,Fairfield
Feb 2011,102,Condominium,Fairfield
Mar 2011,456,1-4 Unit Residential,Fairfield
Mar 2011,142,Condominium,Fairfield
Apr 2011,132,Condominium,Fairfield
Apr 2011,505,1-4 Unit Residential,Fairfield
May 2011,639,1-4 Unit Residential,Fairfield
May 2011,182,Condominium,Fairfield
Jun 2011,869,1-4 Unit Residential,Fairfield
Jun 2011,220,Condominium,Fairfield
Jul 2011,652,1-4 Unit Residential,Fairfield
Jul 2011,168,Condominium,Fairfield
Aug 2011,702,1-4 Unit Residential,Fairfield
Aug 2011,192,Condominium,Fairfield
Sep 2011,570,1-4 Unit Residential,Fairfield
Sep 2011,152,Condominium,Fairfield
Oct 2011,441,1-4 Unit Residential,Fairfield
Oct 2011,136,Condominium,Fairfield
Nov 2011,108,Condominium,Fairfield
Nov 2011,450,1-4 Unit Residential,Fairfield
Dec 2011,466,1-4 Unit Residential,Fairfield
Dec 2011,163,Condominium,Fairfield
Jan 2012,398,1-4 Unit Residential,Fairfield
Jan 2012,118,Condominium,Fairfield
Feb 2012,380,1-4 Unit Residential,Fairfield
Feb 2012,110,Condominium,Fairfield
Mar 2012,457,1-4 Unit Residential,Fairfield
Mar 2012,130,Condominium,Fairfield
Apr 2012,546,1-4 Unit Residential,Fairfield
Apr 2012,154,Condominium,Fairfield
May 2012,684,1-4 Unit Residential,Fairfield
May 2012,180,Condominium,Fairfield
Jun 2012,817,1-4 Unit Residential,Fairfield
Jun 2012,190,Condominium,Fairfield
Jul 2012,831,1-4 Unit Residential,Fairfield
Jul 2012,182,Condominium,Fairfield
Aug 2012,775,1-4 Unit Residential,Fairfield
Aug 2012,193,Condominium,Fairfield
Sep 2012,546,1-4 Unit Residential,Fairfield
Sep 2012,132,Condominium,Fairfield
Oct 2012,563,1-4 Unit Residential,Fairfield
Oct 2012,143,Condominium,Fairfield
Nov 2012,141,Condominium,Fairfield
Nov 2012,556,1-4 Unit Residential,Fairfield
Dec 2012,685,1-4 Unit Residential,Fairfield
Dec 2012,143,Condominium,Fairfield
Jan 2013,465,1-4 Unit Residential,Fairfield
Jan 2013,149,Condominium,Fairfield
Feb 2013,385,1-4 Unit Residential,Fairfield
Feb 2013,72,Condominium,Fairfield
Mar 2013,525,1-4 Unit Residential,Fairfield
Mar 2013,147,Condominium,Fairfield
Apr 2013,670,1-4 Unit Residential,Fairfield
Apr 2013,200,Condominium,Fairfield
May 2013,870,1-4 Unit Residential,Fairfield
May 2013,226,Condominium,Fairfield
Jun 2013,929,1-4 Unit Residential,Fairfield
Jun 2013,238,Condominium,Fairfield
Jul 2013,1120,1-4 Unit Residential,Fairfield
Jul 2013,283,Condominium,Fairfield
Aug 2013,1001,1-4 Unit Residential,Fairfield
Aug 2013,257,Condominium,Fairfield
Sep 2013,737,1-4 Unit Residential,Fairfield
Sep 2013,192,Condominium,Fairfield
Oct 2013,714,1-4 Unit Residential,Fairfield
Oct 2013,221,Condominium,Fairfield
Nov 2013,647,1-4 Unit Residential,Fairfield
Nov 2013,196,Condominium,Fairfield
Dec 2013,751,1-4 Unit Residential,Fairfield
Dec 2013,212,Condominium,Fairfield
Jan 2014,476,1-4 Unit Residential,Fairfield
Jan 2014,165,Condominium,Fairfield
Feb 2014,377,1-4 Unit Residential,Fairfield
Feb 2014,138,Condominium,Fairfield
Mar 2014,515,1-4 Unit Residential,Fairfield
Mar 2014,166,Condominium,Fairfield
Apr 2014,635,1-4 Unit Residential,Fairfield
Apr 2014,179,Condominium,Fairfield
May 2014,733,1-4 Unit Residential,Fairfield
May 2014,264,Condominium,Fairfield
Jun 2014,985,1-4 Unit Residential,Fairfield
Jun 2014,268,Condominium,Fairfield
Jul 2014,995,1-4 Unit Residential,Fairfield
Jul 2014,266,Condominium,Fairfield
Aug 2014,912,1-4 Unit Residential,Fairfield
Aug 2014,227,Condominium,Fairfield
Sep 2014,731,1-4 Unit Residential,Fairfield
Sep 2014,217,Condominium,Fairfield
Oct 2014,750,1-4 Unit Residential,Fairfield
Oct 2014,256,Condominium,Fairfield
Nov 2014,608,1-4 Unit Residential,Fairfield
Nov 2014,200,Condominium,Fairfield
Dec 2014,719,1-4 Unit Residential,Fairfield
Dec 2014,223,Condominium,Fairfield
Jan 2015,503,1-4 Unit Residential,Fairfield
Jan 2015,145,Condominium,Fairfield
Feb 2015,463,1-4 Unit Residential,Fairfield
Feb 2015,161,Condominium,Fairfield
Mar 2015,580,1-4 Unit Residential,Fairfield
Mar 2015,161,Condominium,Fairfield
Apr 2015,663,1-4 Unit Residential,Fairfield
Apr 2015,215,Condominium,Fairfield
May 2015,829,1-4 Unit Residential,Fairfield
May 2015,227,Condominium,Fairfield
Jun 2015,1070,1-4 Unit Residential,Fairfield
Jun 2015,308,Condominium,Fairfield
Jul 2015,1081,1-4 Unit Residential,Fairfield
Jul 2015,268,Condominium,Fairfield
Aug 2015,970,1-4 Unit Residential,Fairfield
Aug 2015,277,Condominium,Fairfield
Sep 2015,861,1-4 Unit Residential,Fairfield
Sep 2015,298,Condominium,Fairfield
Oct 2015,756,1-4 Unit Residential,Fairfield
Oct 2015,231,Condominium,Fairfield
Nov 2015,647,1-4 Unit Residential,Fairfield
Nov 2015,204,Condominium,Fairfield
Dec 2015,777,1-4 Unit Residential,Fairfield
Dec 2015,208,Condominium,Fairfield
Jan 2016,522,1-4 Unit Residential,Fairfield
Jan 2016,153,Condominium,Fairfield
Feb 2016,537,1-4 Unit Residential,Fairfield
Feb 2016,169,Condominium,Fairfield
Mar 2016,606,1-4 Unit Residential,Fairfield
Mar 2016,188,Condominium,Fairfield
Apr 2016,748,1-4 Unit Residential,Fairfield
Apr 2016,225,Condominium,Fairfield
May 2016,830,1-4 Unit Residential,Fairfield
May 2016,252,Condominium,Fairfield
Jun 2016,1098,1-4 Unit Residential,Fairfield
Jun 2016,294,Condominium,Fairfield
Jul 2016,949,1-4 Unit Residential,Fairfield
Jul 2016,288,Condominium,Fairfield
Aug 2016,1055,1-4 Unit Residential,Fairfield
Aug 2016,326,Condominium,Fairfield
Sep 2016,824,1-4 Unit Residential,Fairfield
Sep 2016,258,Condominium,Fairfield
Oct 2016,779,1-4 Unit Residential,Fairfield
Oct 2016,296,Condominium,Fairfield
Nov 2016,713,1-4 Unit Residential,Fairfield
Nov 2016,211,Condominium,Fairfield
Dec 2016,808,1-4 Unit Residential,Fairfield
Dec 2016,254,Condominium,Fairfield
Jan 2017,601,1-4 Unit Residential,Fairfield
Jan 2017,176,Condominium,Fairfield
Feb 2017,505,1-4 Unit Residential,Fairfield
Feb 2017,162,Condominium,Fairfield
Mar 2017,667,1-4 Unit Residential,Fairfield
Mar 2017,223,Condominium,Fairfield
Apr 2017,648,1-4 Unit Residential,Fairfield
Apr 2017,215,Condominium,Fairfield
May 2017,877,1-4 Unit Residential,Fairfield
May 2017,308,Condominium,Fairfield
Jun 2017,305,Condominium,Fairfield
Jun 2017,1132,1-4 Unit Residential,Fairfield
Jul 2017,281,Condominium,Fairfield
Jul 2017,1051,1-4 Unit Residential,Fairfield
Aug 2017,1100,1-4 Unit Residential,Fairfield
Aug 2017,274,Condominium,Fairfield
Sep 2017,730,1-4 Unit Residential,Fairfield
Sep 2017,220,Condominium,Fairfield
Oct 2017,736,1-4 Unit Residential,Fairfield
Oct 2017,262,Condominium,Fairfield
Nov 2017,207,Condominium,Fairfield
Nov 2017,633,1-4 Unit Residential,Fairfield
Dec 2017,223,Condominium,Fairfield
Dec 2017,751,1-4 Unit Residential,Fairfield
Jan 2018,672,1-4 Unit Residential,Fairfield
Jan 2018,221,Condominium,Fairfield
Feb 2018,172,Condominium,Fairfield
Feb 2018,497,1-4 Unit Residential,Fairfield
Mar 2018,616,1-4 Unit Residential,Fairfield
Mar 2018,228,Condominium,Fairfield
Apr 2018,735,1-4 Unit Residential,Fairfield
Apr 2018,219,Condominium,Fairfield
May 2018,276,Condominium,Fairfield
May 2018,858,1-4 Unit Residential,Fairfield
Jun 2018,1109,1-4 Unit Residential,Fairfield
Jun 2018,274,Condominium,Fairfield
Jul 2018,1124,1-4 Unit Residential,Fairfield
Jul 2018,318,Condominium,Fairfield
Aug 2018,1095,1-4 Unit Residential,Fairfield
Aug 2018,341,Condominium,Fairfield
Sep 2018,775,1-4 Unit Residential,Fairfield
Sep 2018,235,Condominium,Fairfield
Oct 2018,838,1-4 Unit Residential,Fairfield
Oct 2018,268,Condominium,Fairfield
Nov 2018,748,1-4 Unit Residential,Fairfield
Nov 2018,224,Condominium,Fairfield
Dec 2018,805,1-4 Unit Residential,Fairfield
Dec 2018,249,Condominium,Fairfield
Jan 2019,468,1-4 Unit Residential,Fairfield
Jan 2019,127,Condominium,Fairfield
Feb 2019,515,1-4 Unit Residential,Fairfield
Feb 2019,168,Condominium,Fairfield
Mar 2019,224,Condominium,Fairfield
Mar 2019,618,1-4 Unit Residential,Fairfield
Apr 2019,720,1-4 Unit Residential,Fairfield
Apr 2019,244,Condominium,Fairfield
May 2019,297,Condominium,Fairfield
May 2019,947,1-4 Unit Residential,Fairfield
Jun 2019,1027,1-4 Unit Residential,Fairfield
Jun 2019,289,Condominium,Fairfield
Jul 2019,301,Condominium,Fairfield
Jul 2019,1135,1-4 Unit Residential,Fairfield
Aug 2019,1070,1-4 Unit Residential,Fairfield
Aug 2019,246,Condominium,Fairfield
Sep 2019,852,1-4 Unit Residential,Fairfield
Sep 2019,244,Condominium,Fairfield
Oct 2019,819,1-4 Unit Residential,Fairfield
Oct 2019,282,Condominium,Fairfield
Nov 2019,737,1-4 Unit Residential,Fairfield
Nov 2019,228,Condominium,Fairfield
Dec 2019,741,1-4 Unit Residential,Fairfield
Dec 2019,273,Condominium,Fairfield
Jan 2020,643,1-4 Unit Residential,Fairfield
Jan 2020,209,Condominium,Fairfield
Feb 2020,532,1-4 Unit Residential,Fairfield
Feb 2020,177,Condominium,Fairfield
Mar 2020,527,1-4 Unit Residential,Fairfield
Mar 2020,162,Condominium,Fairfield
Apr 2020,473,1-4 Unit Residential,Fairfield
Apr 2020,162,Condominium,Fairfield
May 2020,602,1-4 Unit Residential,Fairfield
May 2020,149,Condominium,Fairfield
Jun 2020,787,1-4 Unit Residential,Fairfield
Jun 2020,155,Condominium,Fairfield
Jul 2020,1151,1-4 Unit Residential,Fairfield
Jul 2020,253,Condominium,Fairfield
Aug 2020,1457,1-4 Unit Residential,Fairfield
Aug 2020,291,Condominium,Fairfield
Sep 2020,1056,1-4 Unit Residential,Fairfield
Sep 2020,244,Condominium,Fairfield
Oct 2020,1327,1-4 Unit Residential,Fairfield
Oct 2020,313,Condominium,Fairfield
Nov 2020,1117,1-4 Unit Residential,Fairfield
Nov 2020,315,Condominium,Fairfield
Dec 2020,984,1-4 Unit Residential,Fairfield
Dec 2020,266,Condominium,Fairfield
Jan 2021,795,1-4 Unit Residential,Fairfield
Jan 2021,271,Condominium,Fairfield
Feb 2021,722,1-4 Unit Residential,Fairfield
Feb 2021,247,Condominium,Fairfield
Mar 2021,1023,1-4 Unit Residential,Fairfield
Mar 2021,320,Condominium,Fairfield
Apr 2021,990,1-4 Unit Residential,Fairfield
Apr 2021,364,Condominium,Fairfield
May 2021,1025,1-4 Unit Residential,Fairfield
May 2021,339,Condominium,Fairfield
Jun 2021,1532,1-4 Unit Residential,Fairfield
Jun 2021,424,Condominium,Fairfield
Jul 2021,1392,1-4 Unit Residential,Fairfield
Jul 2021,419,Condominium,Fairfield
Aug 2021,1381,1-4 Unit Residential,Fairfield
Aug 2021,412,Condominium,Fairfield
Sep 2021,988,1-4 Unit Residential,Fairfield
Sep 2021,402,Condominium,Fairfield
Oct 2021,1017,1-4 Unit Residential,Fairfield
Oct 2021,382,Condominium,Fairfield
Nov 2021,961,1-4 Unit Residential,Fairfield
Nov 2021,382,Condominium,Fairfield
Dec 2021,969,1-4 Unit Residential,Fairfield
Dec 2021,357,Condominium,Fairfield
Jan 2022,729,1-4 Unit Residential,Fairfield
Jan 2022,286,Condominium,Fairfield
Feb 2022,632,1-4 Unit Residential,Fairfield
Feb 2022,248,Condominium,Fairfield
Mar 2022,829,1-4 Unit Residential,Fairfield
Mar 2022,326,Condominium,Fairfield
Apr 2022,812,1-4 Unit Residential,Fairfield
Apr 2022,303,Condominium,Fairfield
May 2022,879,1-4 Unit Residential,Fairfield
May 2022,321,Condominium,Fairfield
Jun 2022,997,1-4 Unit Residential,Fairfield
Jun 2022,374,Condominium,Fairfield
Jan 2001,611,1-4 Unit Residential,Hartford
Jan 2001,195,Condominium,Hartford
Jan 2001,5,New Construction,Hartford
Feb 2001,157,Condominium,Hartford
Feb 2001,453,1-4 Unit Residential,Hartford
Feb 2001,3,New Construction,Hartford
Mar 2001,622,1-4 Unit Residential,Hartford
Mar 2001,194,Condominium,Hartford
Mar 2001,3,New Construction,Hartford
Apr 2001,227,Condominium,Hartford
Apr 2001,716,1-4 Unit Residential,Hartford
Apr 2001,13,New Construction,Hartford
May 2001,934,1-4 Unit Residential,Hartford
May 2001,296,Condominium,Hartford
May 2001,12,New Construction,Hartford
Jun 2001,975,1-4 Unit Residential,Hartford
Jun 2001,326,Condominium,Hartford
Jun 2001,8,New Construction,Hartford
Jul 2001,1051,1-4 Unit Residential,Hartford
Jul 2001,342,Condominium,Hartford
Jul 2001,7,New Construction,Hartford
Aug 2001,1113,1-4 Unit Residential,Hartford
Aug 2001,376,Condominium,Hartford
Aug 2001,17,New Construction,Hartford
Sep 2001,802,1-4 Unit Residential,Hartford
Sep 2001,260,Condominium,Hartford
Sep 2001,21,New Construction,Hartford
Oct 2001,1027,1-4 Unit Residential,Hartford
Oct 2001,359,Condominium,Hartford
Oct 2001,19,New Construction,Hartford
Nov 2001,265,Condominium,Hartford
Nov 2001,870,1-4 Unit Residential,Hartford
Nov 2001,20,New Construction,Hartford
Dec 2001,284,Condominium,Hartford
Dec 2001,851,1-4 Unit Residential,Hartford
Dec 2001,20,New Construction,Hartford
Jan 2002,774,1-4 Unit Residential,Hartford
Jan 2002,228,Condominium,Hartford
Feb 2002,691,1-4 Unit Residential,Hartford
Feb 2002,203,Condominium,Hartford
Mar 2002,717,1-4 Unit Residential,Hartford
Mar 2002,276,Condominium,Hartford
Apr 2002,905,1-4 Unit Residential,Hartford
Apr 2002,304,Condominium,Hartford
May 2002,951,1-4 Unit Residential,Hartford
May 2002,367,Condominium,Hartford
Jun 2002,1067,1-4 Unit Residential,Hartford
Jun 2002,342,Condominium,Hartford
Jul 2002,405,Condominium,Hartford
Jul 2002,1112,1-4 Unit Residential,Hartford
Aug 2002,1124,1-4 Unit Residential,Hartford
Aug 2002,328,Condominium,Hartford
Sep 2002,301,Condominium,Hartford
Sep 2002,818,1-4 Unit Residential,Hartford
Oct 2002,343,Condominium,Hartford
Oct 2002,910,1-4 Unit Residential,Hartford
Nov 2002,313,Condominium,Hartford
Nov 2002,906,1-4 Unit Residential,Hartford
Dec 2002,292,Condominium,Hartford
Dec 2002,925,1-4 Unit Residential,Hartford
Jan 2003,688,1-4 Unit Residential,Hartford
Jan 2003,243,Condominium,Hartford
Feb 2003,625,1-4 Unit Residential,Hartford
Feb 2003,188,Condominium,Hartford
Mar 2003,791,1-4 Unit Residential,Hartford
Mar 2003,290,Condominium,Hartford
Apr 2003,773,1-4 Unit Residential,Hartford
Apr 2003,261,Condominium,Hartford
May 2003,907,1-4 Unit Residential,Hartford
May 2003,321,Condominium,Hartford
Jun 2003,1084,1-4 Unit Residential,Hartford
Jun 2003,352,Condominium,Hartford
Jul 2003,1166,1-4 Unit Residential,Hartford
Jul 2003,378,Condominium,Hartford
Aug 2003,1138,1-4 Unit Residential,Hartford
Aug 2003,352,Condominium,Hartford
Sep 2003,358,Condominium,Hartford
Sep 2003,1088,1-4 Unit Residential,Hartford
Oct 2003,1178,1-4 Unit Residential,Hartford
Oct 2003,389,Condominium,Hartford
Nov 2003,294,Condominium,Hartford
Nov 2003,995,1-4 Unit Residential,Hartford
Dec 2003,975,1-4 Unit Residential,Hartford
Dec 2003,343,Condominium,Hartford
Jan 2004,657,1-4 Unit Residential,Hartford
Jan 2004,247,Condominium,Hartford
Feb 2004,642,1-4 Unit Residential,Hartford
Feb 2004,227,Condominium,Hartford
